Symbols,Attributes,2022-04-06,2022-04-07,2022-04-08,2022-04-11,2022-04-12
IHG.L,Close,5076.0,4963.0,4922.0,4912.0,4921.0
IHG.L,High,5208.0,5104.0,5028.0,4928.0,4950.0
IHG.L,Low,5044.0,4950.0,4863.0,4841.0,4876.0
IHG.L,Open,5196.0,5096.0,5002.0,4921.0,4877.0
IHG.L,Volume,429011.0,394773.0,537258.0,849228.0,99178.0
III.L,Adj Close,1360.0,1359.5,1371.5,1346.0,1330.0
III.L,Close,1360.0,1359.5,1371.5,1346.0,1330.0
III.L,High,1404.0,1375.5,1388.5,1383.5,1344.0
III.L,Low,1357.5,1349.0,1361.5,1346.0,1323.0040283203125
III.L,Open,1394.0,1369.0,1388.5,1370.5,1333.0
III.L,Volume,2099696.0,1316594.0,1007535.0,1092066.0,337526.0
ILMN,Adj Close,358.5199890136719,368.0,362.6799926757813,351.2799987792969,0.0
ILMN,Close,358.5199890136719,368.0,362.6799926757813,351.2799987792969,0.0
ILMN,High,363.0,370.5400085449219,369.3399963378906,360.1600036621094,0.0
ILMN,Low,351.0,358.70001220703125,361.7900085449219,350.75,0.0
ILMN,Open,360.010009765625,359.95001220703125,365.6499938964844,358.760009765625,0.0
ILMN,Volume,895600.0,802500.0,861200.0,696800.0,0.0
IMB.L,Adj Close,1669.0,1660.0,1677.5,1690.0,1679.271240234375
IMB.L,Close,1669.0,1660.0,1677.5,1690.0,1679.271240234375
IMB.L,High,1680.7569580078125,1681.0,1677.5,1699.0,1685.5
IMB.L,Low,1613.5,1654.6419677734375,1652.0,1660.0,1663.0
IMB.L,Open,1613.5,1675.0,1662.0,1663.5,1680.5
IMB.L,Volume,2963483.0,2712722.0,2843972.0,1818692.0,303825.0
IMCD.AS,Adj Close,153.3000030517578,153.14999389648438,153.14999389648438,147.64999389648438,148.14999389648438
IMCD.AS,Close,153.3000030517578,153.14999389648438,153.14999389648438,147.64999389648438,148.14999389648438
IMCD.AS,High,158.14999389648438,159.10000610351562,155.35000610351562,152.25,149.0500030517578
IMCD.AS,Low,152.10000610351562,152.9499969482422,152.3000030517578,147.1999969482422,145.35000610351562
IMCD.AS,Open,156.5500030517578,158.9499969482422,154.6999969482422,151.60000610351562,145.9499969482422
IMCD.AS,Volume,132417.0,117411.0,115120.0,133592.0,53926.0
IMO.TO,Adj Close,61.470001220703125,62.459999084472656,64.2300033569336,63.29999923706055,0.0
IMO.TO,Close,61.470001220703125,62.459999084472656,64.2300033569336,63.29999923706055,0.0
IMO.TO,High,62.66999816894531,62.459999084472656,64.55999755859375,63.91999816894531,0.0
IMO.TO,Low,61.2599983215332,61.29999923706055,62.7599983215332,62.380001068115234,0.0
IMO.TO,Open,62.43000030517578,61.61000061035156,62.7599983215332,63.75,0.0
IMO.TO,Volume,693300.0,912600.0,1013500.0,952300.0,0.0
INCY,Adj Close,81.87000274658203,82.18000030517578,83.18000030517578,80.94999694824219,0.0
INCY,Close,81.87000274658203,82.18000030517578,83.18000030517578,80.94999694824219,0.0
INCY,High,82.08999633789062,83.51000213623047,84.86000061035156,82.98999786376953,0.0
INCY,Low,80.13999938964844,81.66999816894531,81.9000015258789,80.80999755859375,0.0
INCY,Open,80.31999969482422,81.83000183105469,82.43000030517578,82.5,0.0
INCY,Volume,1505600.0,1382000.0,2147700.0,1417400.0,0.0
INF.L,Adj Close,611.4000244140625,607.2000122070312,611.2000122070312,617.5999755859375,613.4000244140625
INF.L,Close,611.4000244140625,607.2000122070312,611.2000122070312,617.5999755859375,613.4000244140625
INF.L,High,620.5999755859375,620.0,613.5999755859375,620.7999877929688,613.5999755859375
INF.L,Low,605.4000244140625,604.0,604.2000122070312,608.7999877929688,603.5999755859375
INF.L,Open,609.5999755859375,614.0,609.5999755859375,609.5999755859375,608.7999877929688
INF.L,Volume,4034133.0,2600879.0,3998359.0,15624970.0,1085733.0
INFO,Adj Close,0.0,0.0,0.0,0.0,0.0
INFO,Close,0.0,0.0,0.0,0.0,0.0
INFO,High,0.0,0.0,0.0,0.0,0.0
INFO,Low,0.0,0.0,0.0,0.0,0.0
INFO,Open,0.0,0.0,0.0,0.0,0.0
INFO,Volume,0.0,0.0,0.0,0.0,0.0
INGA.AS,Adj Close,9.298999786376951,9.255000114440918,9.520999908447266,9.45699977874756,9.40999984741211
INGA.AS,Close,9.298999786376951,9.255000114440918,9.520999908447266,9.45699977874756,9.40999984741211
INGA.AS,High,9.64799976348877,9.550000190734863,9.545000076293944,9.642000198364258,9.467000007629396
INGA.AS,Low,9.112000465393066,9.21399974822998,9.32699966430664,9.42199993133545,9.081000328063965
INGA.AS,Open,9.592000007629396,9.333000183105469,9.4350004196167,9.550000190734863,9.182000160217283
INGA.AS,Volume,22665713.0,17667552.0,15829565.0,13903438.0,9824957.0
INGA.VI,Adj Close,9.800000190734863,9.800000190734863,9.800000190734863,9.800000190734863,0.0
INGA.VI,Close,9.800000190734863,9.800000190734863,9.800000190734863,9.800000190734863,0.0
INGA.VI,High,9.800000190734863,9.800000190734863,9.800000190734863,9.800000190734863,0.0
INGA.VI,Low,9.630999565124512,9.343999862670898,9.383000373840332,9.454999923706056,0.0
INGA.VI,Open,9.630999565124512,9.41100025177002,9.463000297546388,9.572999954223633,0.0
INGA.VI,Volume,0.0,4084.0,6926.0,13488.0,0.0
INTC,Adj Close,47.540000915527344,47.560001373291016,47.02000045776367,46.56999969482422,0.0
INTC,Close,47.540000915527344,47.560001373291016,47.02000045776367,46.56999969482422,0.0
INTC,High,48.16999816894531,47.90999984741211,47.58000183105469,47.29999923706055,0.0
INTC,Low,47.2400016784668,46.77000045776367,46.84999847412109,46.52999877929688,0.0
INTC,Open,47.43999862670898,47.43000030517578,47.27999877929688,46.900001525878906,0.0
INTC,Volume,31518700.0,24117000.0,22138300.0,30330900.0,0.0
INTU,Adj Close,490.2099914550781,495.010009765625,482.8399963378906,473.3399963378906,0.0
INTU,Close,490.2099914550781,495.010009765625,482.8399963378906,473.3399963378906,0.0
INTU,High,493.5899963378906,498.4500122070313,493.3200073242188,478.6300048828125,0.0
INTU,Low,482.0799865722656,484.2300109863281,481.510009765625,464.739990234375,0.0
INTU,Open,485.2699890136719,484.6199951171875,493.3200073242188,478.3699951171875,0.0
INTU,Volume,2041300.0,1568200.0,1717500.0,1595600.0,0.0
INVE-B.ST,Adj Close,208.0500030517578,209.3500061035156,210.0,207.3000030517578,207.3000030517578
INVE-B.ST,Close,208.0500030517578,209.3500061035156,210.0,207.3000030517578,207.3000030517578
INVE-B.ST,High,210.1499938964844,211.5500030517578,211.6499938964844,210.6999969482422,207.8999938964844
INVE-B.ST,Low,205.3500061035156,207.25,208.25,206.3000030517578,202.8999938964844
INVE-B.ST,Open,209.5,208.3500061035156,211.6499938964844,210.0,205.3000030517578
INVE-B.ST,Volume,3897493.0,2811276.0,2843315.0,3409129.0,1347139.0
IP,Adj Close,45.68999862670898,45.380001068115234,46.70000076293945,46.66999816894531,0.0
IP,Close,45.68999862670898,45.380001068115234,46.70000076293945,46.66999816894531,0.0
IP,High,45.83000183105469,45.68000030517578,46.7599983215332,48.09999847412109,0.0
IP,Low,45.29999923706055,44.75,45.95000076293945,46.619998931884766,0.0
IP,Open,45.56999969482422,45.56999969482422,46.02000045776367,47.02000045776367,0.0
IP,Volume,2147900.0,2024200.0,2679000.0,2657800.0,0.0
IPG,Adj Close,34.459999084472656,34.09000015258789,34.13999938964844,34.130001068115234,0.0
IPG,Close,34.459999084472656,34.09000015258789,34.13999938964844,34.130001068115234,0.0
IPG,High,35.209999084472656,34.38999938964844,34.84000015258789,34.540000915527344,0.0
IPG,Low,34.34000015258789,33.40999984741211,33.81999969482422,33.70000076293945,0.0
IPG,Open,34.720001220703125,34.290000915527344,34.06999969482422,33.9900016784668,0.0
IPG,Volume,4467500.0,4590500.0,4674100.0,3368700.0,0.0
IPGP,Adj Close,102.16999816894533,101.04000091552734,100.87999725341795,100.01000213623048,0.0
IPGP,Close,102.16999816894533,101.04000091552734,100.87999725341795,100.01000213623048,0.0
IPGP,High,104.25,103.0500030517578,103.33999633789062,104.13999938964844,0.0
IPGP,Low,100.70999908447266,99.0999984741211,99.58999633789062,98.86000061035156,0.0
IPGP,Open,103.72000122070312,102.18000030517578,100.4800033569336,99.80999755859376,0.0
IPGP,Volume,483100.0,434200.0,653300.0,500900.0,0.0
IPL.TO,Adj Close,0.0,0.0,0.0,0.0,0.0
IPL.TO,Close,0.0,0.0,0.0,0.0,0.0
IPL.TO,High,0.0,0.0,0.0,0.0,0.0
IPL.TO,Low,0.0,0.0,0.0,0.0,0.0
IPL.TO,Open,0.0,0.0,0.0,0.0,0.0
IPL.TO,Volume,0.0,0.0,0.0,0.0,0.0
IQV,Adj Close,240.3000030517578,249.27999877929688,252.2899932861328,242.97999572753903,0.0
IQV,Close,240.3000030517578,249.27999877929688,252.2899932861328,242.97999572753903,0.0
IQV,High,241.3999938964844,251.6000061035156,254.94000244140625,251.7899932861328,0.0
IQV,Low,234.42999267578125,239.3999938964844,248.50999450683597,242.57000732421875,0.0
IQV,Open,236.47000122070312,239.9600067138672,248.50999450683597,249.30999755859372,0.0
IQV,Volume,947700.0,1396200.0,1501800.0,1015800.0,0.0
IR,Adj Close,47.86000061035156,47.75,46.83000183105469,46.41999816894531,0.0
IR,Close,47.86000061035156,47.75,46.83000183105469,46.41999816894531,0.0
IR,High,47.93000030517578,47.97999954223633,47.93000030517578,47.025001525878906,0.0
IR,Low,46.70000076293945,47.06999969482422,46.68999862670898,46.25,0.0
IR,Open,47.150001525878906,47.68000030517578,47.79999923706055,46.630001068115234,0.0
IR,Volume,3498400.0,2376500.0,2521000.0,3263600.0,0.0
IRM,Adj Close,56.16999816894531,55.650001525878906,55.93000030517578,55.52999877929688,0.0
IRM,Close,56.16999816894531,55.650001525878906,55.93000030517578,55.52999877929688,0.0
IRM,High,56.20000076293945,56.43000030517578,56.27999877929688,56.150001525878906,0.0
IRM,Low,54.619998931884766,55.41999816894531,55.16999816894531,54.93000030517578,0.0
IRM,Open,55.02000045776367,55.77000045776367,55.70000076293945,55.880001068115234,0.0
IRM,Volume,1679700.0,1468100.0,1258300.0,1068800.0,0.0
ISRG,Adj Close,288.6700134277344,291.82000732421875,289.8599853515625,278.9599914550781,0.0
ISRG,Close,288.6700134277344,291.82000732421875,289.8599853515625,278.9599914550781,0.0
ISRG,High,291.7699890136719,293.5599975585937,293.0,286.67999267578125,0.0
ISRG,Low,283.25,286.1199951171875,287.0799865722656,278.4700012207031,0.0
ISRG,Open,290.95001220703125,286.3800048828125,290.0400085449219,286.2799987792969,0.0
ISRG,Volume,1939600.0,1329400.0,959800.0,1391300.0,0.0
IT,Adj Close,294.6300048828125,294.75,299.67999267578125,288.7900085449219,0.0
IT,Close,294.6300048828125,294.75,299.67999267578125,288.7900085449219,0.0
IT,High,296.5599975585937,297.3500061035156,301.5199890136719,299.2099914550781,0.0
IT,Low,289.7699890136719,290.45001220703125,293.7900085449219,288.32000732421875,0.0
IT,Open,293.0799865722656,293.6099853515625,294.8699951171875,296.739990234375,0.0
IT,Volume,597200.0,674200.0,538200.0,393700.0,0.0
ITRK.L,Adj Close,5344.0,5314.0,5154.0,5108.0,5108.0
ITRK.L,Close,5344.0,5314.0,5154.0,5108.0,5108.0
ITRK.L,High,5348.0,5360.0,5304.0,5192.0,5144.0
ITRK.L,Low,5266.0,5288.0,5118.0,5074.0,5020.0
ITRK.L,Open,5282.0,5356.0,5292.0,5138.0,5062.0
ITRK.L,Volume,405105.0,570957.0,231638.0,425977.0,51085.0
ITW,Adj Close,205.13999938964844,204.92999267578125,203.6499938964844,200.80999755859372,0.0
ITW,Close,205.13999938964844,204.92999267578125,203.6499938964844,200.80999755859372,0.0
ITW,High,206.41000366210935,205.8600006103516,205.7899932861328,204.6100006103516,0.0
ITW,Low,202.67999267578125,201.8600006103516,202.9199981689453,200.44000244140625,0.0
ITW,Open,203.67999267578125,203.52999877929688,205.07000732421875,203.1499938964844,0.0
ITW,Volume,1086000.0,1066100.0,821700.0,760900.0,0.0
ITX.MC,Adj Close,19.739999771118164,20.0,20.15999984741211,20.1299991607666,20.020000457763672
ITX.MC,Close,19.739999771118164,20.0,20.15999984741211,20.1299991607666,20.020000457763672
ITX.MC,High,20.26000022888184,20.190000534057617,20.26000022888184,20.440000534057617,20.100000381469727
ITX.MC,Low,19.530000686645508,19.81999969482422,19.8700008392334,19.979999542236328,19.6299991607666
ITX.MC,Open,20.09000015258789,19.934999465942383,20.229999542236328,20.13999938964844,19.8799991607666
ITX.MC,Volume,3584908.0,4533974.0,6132111.0,5145172.0,3625183.0
IVZ,Adj Close,21.65999984741211,21.34000015258789,21.61000061035156,21.479999542236328,0.0
IVZ,Close,21.65999984741211,21.34000015258789,21.61000061035156,21.479999542236328,0.0
IVZ,High,22.36000061035156,21.56999969482422,21.850000381469727,21.8700008392334,0.0
IVZ,Low,21.57999992370605,20.90999984741211,21.190000534057617,21.280000686645508,0.0
IVZ,Open,22.21999931335449,21.459999084472656,21.36000061035156,21.280000686645508,0.0
IVZ,Volume,5226000.0,4419300.0,3425700.0,3026300.0,0.0
J,Adj Close,141.00999450683594,143.6199951171875,143.5399932861328,142.69000244140625,0.0
J,Close,141.00999450683594,143.6199951171875,143.5399932861328,142.69000244140625,0.0
J,High,141.9600067138672,144.77000427246094,145.22999572753906,144.75,0.0
J,Low,138.08999633789062,139.97000122070312,143.11000061035156,142.22999572753906,0.0
J,Open,138.7100067138672,140.19000244140625,143.99000549316406,143.6699981689453,0.0
J,Volume,777300.0,1061300.0,959200.0,756200.0,0.0
JBHT,Adj Close,170.7100067138672,172.58999633789062,173.17999267578125,170.6999969482422,0.0
JBHT,Close,170.7100067138672,172.58999633789062,173.17999267578125,170.6999969482422,0.0
JBHT,High,172.1300048828125,173.27999877929688,174.72999572753906,174.47999572753906,0.0
JBHT,Low,165.41000366210938,166.80999755859375,167.38999938964844,168.64999389648438,0.0
JBHT,Open,170.3699951171875,171.9600067138672,170.33999633789062,172.92999267578125,0.0
JBHT,Volume,2085800.0,1736900.0,1682900.0,916900.0,0.0
JCI,Adj Close,65.86000061035156,65.51000213623047,64.5,63.34000015258789,0.0
JCI,Close,65.86000061035156,65.51000213623047,64.5,63.34000015258789,0.0
JCI,High,65.97000122070312,65.83999633789062,65.66000366210938,64.56999969482422,0.0
JCI,Low,64.75,64.62999725341797,64.29000091552734,63.130001068115234,0.0
JCI,Open,65.29000091552734,65.05999755859375,65.62999725341797,64.19000244140625,0.0
JCI,Volume,4638900.0,3987700.0,3321600.0,4421900.0,0.0
JD.L,Adj Close,146.0500030517578,145.14999389648438,147.0,144.25,148.4499969482422
JD.L,Close,146.0500030517578,145.14999389648438,147.0,144.25,148.4499969482422
JD.L,High,154.1999969482422,149.10000610351562,147.60000610351562,147.14999389648438,150.0
JD.L,Low,144.5,144.64999389648438,144.9499969482422,143.14999389648438,142.00050354003906
JD.L,Open,153.8000030517578,147.14999389648438,147.5,146.0,142.9499969482422
JD.L,Volume,15516425.0,6595195.0,7681666.0,11409538.0,3586073.0
JET.L,Adj Close,2827.0,2812.0,2681.5,2540.0,2545.5
JET.L,Close,2827.0,2812.0,2681.5,2540.0,2545.5
JET.L,High,3003.5,2929.199951171875,2879.0,2659.5,2548.38623046875
JET.L,Low,2824.0,2780.5,2661.5,2508.5,2459.89990234375
JET.L,Open,2969.5,2824.5,2879.0,2659.5,2484.5
JET.L,Volume,509883.0,394389.0,421258.0,902168.0,99205.0
JKHY,Adj Close,203.72000122070312,203.69000244140625,200.52999877929688,198.5500030517578,0.0
JKHY,Close,203.72000122070312,203.69000244140625,200.52999877929688,198.5500030517578,0.0
JKHY,High,205.3699951171875,204.63999938964844,203.8800048828125,201.2899932861328,0.0
JKHY,Low,202.1000061035156,200.41000366210935,199.6100006103516,197.9199981689453,0.0
JKHY,Open,202.6999969482422,203.83999633789065,203.8800048828125,200.8699951171875,0.0
JKHY,Volume,581000.0,622800.0,584300.0,358200.0,0.0
JMAT.L,Adj Close,1895.0,1894.5,1965.0,1867.0,1922.24365234375
JMAT.L,Close,1895.0,1894.5,1965.0,1867.0,1922.24365234375
JMAT.L,High,1946.5,1912.0,1965.0,1962.5,1922.5
JMAT.L,Low,1872.0,1886.5,1894.0,1861.5,1866.0
JMAT.L,Open,1945.0,1901.5,1920.5,1941.0,1877.5
JMAT.L,Volume,1283633.0,1695875.0,2145343.0,1967013.0,280781.0
JNJ,Adj Close,182.22999572753903,181.75999450683597,182.1199951171875,179.83999633789062,0.0
JNJ,Close,182.22999572753903,181.75999450683597,182.1199951171875,179.83999633789062,0.0
JNJ,High,182.6000061035156,182.9499969482422,183.19000244140625,184.1999969482422,0.0
JNJ,Low,178.6199951171875,180.22999572753903,180.42999267578125,179.60000610351562,0.0
JNJ,Open,179.38999938964844,181.6699981689453,181.3300018310547,183.0,0.0
JNJ,Volume,10330900.0,7385200.0,7144500.0,5930100.0,0.0
JNPR,Adj Close,35.58000183105469,35.70000076293945,35.43000030517578,34.40999984741211,0.0
JNPR,Close,35.58000183105469,35.70000076293945,35.43000030517578,34.40999984741211,0.0
JNPR,High,36.11000061035156,35.93000030517578,35.7400016784668,35.36000061035156,0.0
JNPR,Low,35.25,35.310001373291016,35.2599983215332,34.369998931884766,0.0
JNPR,Open,36.08000183105469,35.45000076293945,35.7400016784668,35.279998779296875,0.0
JNPR,Volume,4840400.0,3037100.0,2300000.0,3616200.0,0.0
JPM,Adj Close,131.49000549316406,131.08999633789062,133.49000549316406,133.0,0.0
JPM,Close,131.49000549316406,131.08999633789062,133.49000549316406,133.0,0.0
JPM,High,132.55999755859375,131.9199981689453,133.89999389648438,134.89999389648438,0.0
JPM,Low,130.9600067138672,128.72999572753906,131.49000549316406,132.57000732421875,0.0
JPM,Open,131.5800018310547,130.9499969482422,131.6699981689453,133.0,0.0
JPM,Volume,12914700.0,12994200.0,13122900.0,10461900.0,0.0
K,Adj Close,66.55000305175781,67.13999938964844,67.55999755859375,67.86000061035156,0.0
K,Close,66.55000305175781,67.13999938964844,67.55999755859375,67.86000061035156,0.0
K,High,66.83999633789062,67.18000030517578,67.83999633789062,68.2699966430664,0.0
K,Low,65.55000305175781,66.2699966430664,66.30999755859375,67.27999877929688,0.0
K,Open,65.7699966430664,66.45999908447266,67.5,67.69000244140625,0.0
K,Volume,2380500.0,1748200.0,2084900.0,2012500.0,0.0
K.TO,Adj Close,7.340000152587891,7.489999771118164,7.809999942779541,7.71999979019165,0.0
K.TO,Close,7.340000152587891,7.489999771118164,7.809999942779541,7.71999979019165,0.0
K.TO,High,7.349999904632568,7.599999904632568,7.840000152587891,7.989999771118164,0.0
K.TO,Low,7.130000114440918,7.320000171661377,7.539999961853027,7.690000057220459,0.0
K.TO,Open,7.320000171661377,7.380000114440918,7.539999961853027,7.940000057220459,0.0
K.TO,Volume,3114600.0,3955800.0,3763700.0,5571400.0,0.0
KBC.VI,Adj Close,62.97999954223633,61.900001525878906,61.900001525878906,61.900001525878906,0.0
KBC.VI,Close,62.97999954223633,61.900001525878906,61.900001525878906,61.900001525878906,0.0
KBC.VI,High,62.97999954223633,62.720001220703125,61.900001525878906,61.900001525878906,0.0
KBC.VI,Low,62.97999954223633,61.900001525878906,61.900001525878906,61.900001525878906,0.0
KBC.VI,Open,62.97999954223633,62.720001220703125,61.900001525878906,61.900001525878906,0.0
KBC.VI,Volume,0.0,152.0,0.0,0.0,0.0
KEY,Adj Close,20.920000076293945,20.729999542236328,20.770000457763672,20.86000061035156,0.0
KEY,Close,20.920000076293945,20.729999542236328,20.770000457763672,20.86000061035156,0.0
KEY,High,21.309999465942383,21.059999465942383,21.020000457763672,21.36000061035156,0.0
KEY,Low,20.850000381469727,20.440000534057617,20.649999618530277,20.71999931335449,0.0
KEY,Open,21.190000534057617,20.989999771118164,21.0,20.780000686645508,0.0
KEY,Volume,10894900.0,9634000.0,10992700.0,7571200.0,0.0
KEYS,Adj Close,151.5399932861328,151.32000732421875,149.7899932861328,147.39999389648438,0.0
KEYS,Close,151.5399932861328,151.32000732421875,149.7899932861328,147.39999389648438,0.0
KEYS,High,153.02999877929688,153.16000366210938,151.58999633789062,149.58999633789062,0.0
KEYS,Low,150.42999267578125,150.13499450683594,148.85000610351562,146.82000732421875,0.0
KEYS,Open,152.77999877929688,151.52000427246094,150.50999450683594,148.74000549316406,0.0
KEYS,Volume,1167500.0,1161500.0,886400.0,571300.0,0.0
KGF.L,Adj Close,254.0,252.6000061035156,258.5,258.5,264.1000061035156
KGF.L,Close,254.0,252.6000061035156,258.5,258.5,264.1000061035156
KGF.L,High,259.70001220703125,257.79998779296875,260.70001220703125,262.8999938964844,267.20001220703125
KGF.L,Low,250.0,250.8000030517578,253.1999969482422,255.3000030517578,253.8999938964844
KGF.L,Open,255.8000030517578,256.20001220703125,255.0,261.1000061035156,255.6000061035156
KGF.L,Volume,13542285.0,7161274.0,9426528.0,10375434.0,2585888.0
KHC,Adj Close,40.040000915527344,40.310001373291016,40.93999862670898,41.25,0.0
KHC,Close,40.040000915527344,40.310001373291016,40.93999862670898,41.25,0.0
KHC,High,40.32500076293945,41.9900016784668,41.119998931884766,41.65999984741211,0.0
KHC,Low,39.52999877929688,39.81999969482422,40.220001220703125,40.97999954223633,0.0
KHC,Open,39.59000015258789,40.13999938964844,40.5,41.29999923706055,0.0
KHC,Volume,5481100.0,8079000.0,6555200.0,7380400.0,0.0
KIM,Adj Close,24.170000076293945,24.030000686645508,24.350000381469727,24.46999931335449,0.0
KIM,Close,24.170000076293945,24.030000686645508,24.350000381469727,24.46999931335449,0.0
KIM,High,24.280000686645508,24.209999084472656,24.399999618530277,24.57999992370605,0.0
KIM,Low,23.780000686645508,23.56999969482422,24.0,24.239999771118164,0.0
KIM,Open,24.040000915527344,24.030000686645508,24.1299991607666,24.34000015258789,0.0
KIM,Volume,3593400.0,5051000.0,2121700.0,4052100.0,0.0
KINV-B.ST,Adj Close,246.3000030517578,247.1999969482422,243.6000061035156,235.8999938964844,237.1999969482422
KINV-B.ST,Close,246.3000030517578,247.1999969482422,243.6000061035156,235.8999938964844,237.1999969482422
KINV-B.ST,High,254.1999969482422,249.6000061035156,250.3999938964844,246.6000061035156,239.6999969482422
KINV-B.ST,Low,243.1000061035156,244.3999938964844,241.0,235.6000061035156,231.8000030517578
KINV-B.ST,Open,253.5,246.3000030517578,250.0,243.6000061035156,233.3999938964844
KINV-B.ST,Volume,778936.0,509090.0,469557.0,730454.0,245495.0
KL.TO,Adj Close,0.0,0.0,0.0,0.0,0.0
KL.TO,Close,0.0,0.0,0.0,0.0,0.0
KL.TO,High,0.0,0.0,0.0,0.0,0.0
KL.TO,Low,0.0,0.0,0.0,0.0,0.0
KL.TO,Open,0.0,0.0,0.0,0.0,0.0
KL.TO,Volume,0.0,0.0,0.0,0.0,0.0
KLAC,Adj Close,344.25,353.0799865722656,341.2099914550781,331.4700012207031,0.0
KLAC,Close,344.25,353.0799865722656,341.2099914550781,331.4700012207031,0.0
KLAC,High,349.45001220703125,356.3900146484375,350.17999267578125,339.1700134277344,0.0
KLAC,Low,333.489990234375,342.95001220703125,340.67999267578125,331.19000244140625,0.0
KLAC,Open,338.92999267578125,343.3299865722656,349.54998779296875,336.9100036621094,0.0
KLAC,Volume,1780900.0,1315000.0,1550700.0,1484000.0,0.0
KMB,Adj Close,125.97000122070312,126.69000244140624,126.08000183105467,126.52999877929688,0.0
KMB,Close,125.97000122070312,126.69000244140624,126.08000183105467,126.52999877929688,0.0
KMB,High,126.0,127.3000030517578,127.69000244140624,127.19000244140624,0.0
KMB,Low,124.38999938964844,125.12000274658205,125.81999969482422,125.1999969482422,0.0
KMB,Open,124.75,126.3000030517578,127.23999786376952,126.5500030517578,0.0
KMB,Volume,1529000.0,1806300.0,1610700.0,1426400.0,0.0
KMI,Adj Close,19.01000022888184,19.270000457763672,19.479999542236328,19.26000022888184,0.0
KMI,Close,19.01000022888184,19.270000457763672,19.479999542236328,19.26000022888184,0.0
KMI,High,19.1299991607666,19.309999465942383,19.59000015258789,19.440000534057617,0.0
KMI,Low,18.81999969482422,18.799999237060547,19.270000457763672,19.09000015258789,0.0
KMI,Open,19.0,19.09000015258789,19.350000381469727,19.309999465942383,0.0
KMI,Volume,11572300.0,15725500.0,14728700.0,16471100.0,0.0
KMX,Adj Close,97.76000213623048,99.12000274658205,102.22000122070312,103.16999816894533,0.0
KMX,Close,97.76000213623048,99.12000274658205,102.22000122070312,103.16999816894533,0.0
KMX,High,98.4000015258789,99.6999969482422,103.2300033569336,105.9000015258789,0.0
KMX,Low,95.22000122070312,94.3499984741211,97.86000061035156,101.04000091552734,0.0
KMX,Open,96.06999969482422,97.12000274658205,98.63999938964844,101.04000091552734,0.0
KMX,Volume,2499000.0,2007300.0,2191500.0,2917000.0,0.0
KO,Adj Close,63.09999847412109,63.43999862670898,63.83000183105469,63.810001373291016,0.0
KO,Close,63.09999847412109,63.43999862670898,63.83000183105469,63.810001373291016,0.0
KO,High,63.2599983215332,63.66999816894531,64.04000091552734,64.30000305175781,0.0
KO,Low,62.29999923706055,62.709999084472656,63.15999984741211,63.63999938964844,0.0
KO,Open,62.77000045776367,63.130001068115234,63.47999954223633,63.90999984741211,0.0
KO,Volume,19267400.0,13960800.0,12702700.0,12717400.0,0.0
KPN.AS,Adj Close,3.246999979019165,3.282000064849853,3.312000036239624,3.36299991607666,3.3480000495910645
KPN.AS,Close,3.246999979019165,3.282000064849853,3.312000036239624,3.36299991607666,3.3480000495910645
KPN.AS,High,3.2780001163482666,3.2960000038146973,3.319000005722046,3.36299991607666,3.371999979019165
KPN.AS,Low,3.2079999446868896,3.23799991607666,3.256999969482422,3.305000066757202,3.319999933242798
KPN.AS,Open,3.276000022888184,3.240999937057495,3.299999952316284,3.309999942779541,3.359999895095825
KPN.AS,Volume,16786031.0,12842701.0,13498374.0,19518256.0,5693407.0
KR,Adj Close,58.72999954223633,59.880001068115234,61.66999816894531,60.650001525878906,0.0
KR,Close,58.72999954223633,59.880001068115234,61.66999816894531,60.650001525878906,0.0
KR,High,59.150001525878906,60.290000915527344,62.77999877929688,62.34999847412109,0.0
KR,Low,57.27999877929688,58.79999923706055,61.119998931884766,60.45000076293945,0.0
KR,Open,57.59999847412109,59.060001373291016,62.0,61.93999862670898,0.0
KR,Volume,7514500.0,6436400.0,10512000.0,4893700.0,0.0
KSS,Adj Close,57.9900016784668,58.0,57.810001373291016,57.2400016784668,0.0
KSS,Close,57.9900016784668,58.0,57.810001373291016,57.2400016784668,0.0
KSS,High,59.119998931884766,58.2599983215332,58.77999877929688,58.68000030517578,0.0
KSS,Low,56.34000015258789,56.2599983215332,57.119998931884766,57.20000076293945,0.0
KSS,Open,59.02000045776367,57.59000015258789,58.0,57.93999862670898,0.0
KSS,Volume,3203300.0,2295700.0,2411100.0,2316900.0,0.0
KSU,Adj Close,0.0,0.0,0.0,0.0,0.0
KSU,Close,0.0,0.0,0.0,0.0,0.0
KSU,High,0.0,0.0,0.0,0.0,0.0
KSU,Low,0.0,0.0,0.0,0.0,0.0
KSU,Open,0.0,0.0,0.0,0.0,0.0
KSU,Volume,0.0,0.0,0.0,0.0,0.0
L,Adj Close,63.36000061035156,63.560001373291016,64.43000030517578,64.66000366210938,0.0
L,Close,63.36000061035156,63.560001373291016,64.43000030517578,64.66000366210938,0.0
L,High,63.93999862670898,64.11000061035156,64.62999725341797,65.1500015258789,0.0
L,Low,62.959999084472656,62.77000045776367,63.59000015258789,64.44000244140625,0.0
L,Open,63.16999816894531,64.11000061035156,63.7599983215332,64.44000244140625,0.0
L,Volume,887100.0,1087800.0,682400.0,523500.0,0.0
L.TO,Adj Close,115.4000015258789,117.2300033569336,117.73999786376952,118.44000244140624,0.0
